Index,Time Start,Time End,Dispersion Constant,Dispersion Error,Burst/Survey,Electric/Magnetic,Notes
367,43984.45041,43984.45041,0.493526905, 0.7025147009137959 ,Burst,Magnetic, 
368,43984.45044,43984.45044,0.428638104, 0.6547045929272224 ,Burst,Electric, 
368,43984.45044,43984.45044,0.584671196, 0.7646379509284116 ,Burst,Magnetic, 
369,43984.45044,43984.45044,0.357484439, 0.5979000242515465 ,Burst,Electric, 
370,43984.45065,43984.45065,0.275163872, ±0.525 ,Burst,Electric, 
370,43984.45065,43984.45065,0.314603689, 0.5608954349965776 ,Burst,Magnetic, 
371,43984.45065,43984.45065,0.309537815, 0.5563612270818303 ,Burst,Electric,"Magnetic is less confindant than electric component
"
371,43984.45065,43984.45065,0.501566279, 0.7082134416967811 ,Burst,Magnetic,"Magnetic is less confindant than electric component
"
372,43984.45071,43984.45071,0.299554074, 0.5473153332403542 ,Burst,Electric, 
373,43984.45113,43984.45113,0.223894111, 0.4731745037509946 ,Burst,Electric, 
374,43984.44396,43984.44396,0.987047886, 0.9935028364327905 ,Burst,Magnetic,"Similarly, tail end exists enough to plot some points onto. Although I am not sure it is capturing the verticality well...
"
375,43984.45116,43984.45116,0.456564991, 0.6756959308742357 ,Burst,Electric, 
375,43984.45116,43984.45116,0.433648931, ±0.659 ,Burst,Magnetic, 
376,43984.45169,43984.45169,0.580813906, 0.7621114787221093 ,Burst,Electric, 
377,43984.4517,43984.4517,0.247498061, 0.4974917697811693 ,Burst,Electric, 
377,43984.4517,43984.4517,0.282299122, 0.5313182869053164 ,Burst,Magnetic, 
378,43984.45204,43984.45204,0.577876014, ±0.760 ,Burst,Electric, 
379,43984.45214,43984.45214,0.394980174, ±0.628 ,Burst,Electric, 
379,43984.45214,43984.45214,0.454003247, 0.6737976305983867 ,Burst,Magnetic, 
380,43984.45216,43984.45216,0.318146453, 0.5640447260634568 ,Burst,Electric, 
381,43984.45221,43984.45221,0.35265456, 0.5938472530878627 ,Burst,Electric, 
381,43984.45221,43984.45221,0.287174904, 0.5358870254074081 ,Burst,Magnetic, 
382,43984.4527,43984.4527,0.375714392, 0.6129554567829542 ,Burst,Electric, 
382,43984.4527,43984.4527,0.424131102, 0.6512534852114037 ,Burst,Magnetic, 
383,43984.45285,43984.45285,0.445751554, 0.6676462791029394 ,Burst,Electric, 
383,43984.45285,43984.45285,0.679034785, 0.8240356697376637 ,Burst,Magnetic, 
384,43984.45296,43984.45296,0.63051836, 0.7940518622860853 ,Burst,Electric, 
384,43984.45296,43984.45296,0.43985722, 0.6632173248641805 ,Burst,Magnetic, 
385,43984.44455,43984.44455,0.27624968, 0.5255945966236716 ,Burst,Electric,"Only 2 points, so very uncertian
"
386,43984.45309,43984.45309,0.414174455, 0.6435638701791765 ,Burst,Electric, 
386,43984.45309,43984.45309,0.302087281, 0.5496246728450243 ,Burst,Magnetic, 
387,43984.45326,43984.45326,0.39468495, 0.6282395641791434 ,Burst,Electric, 
387,43984.45326,43984.45326,0.348822593, ±0.591 ,Burst,Magnetic, 
388,43984.45347,43984.45347,0.570244846, 0.7551455793421558 ,Burst,Electric, 
388,43984.45347,43984.45347,0.385039194, ±0.621 ,Burst,Magnetic, 
389,43984.45359,43984.45359,0.414434149, 0.6437656009760074 ,Burst,Electric, 
389,43984.45359,43984.45359,0.397254585, 0.6302813538412825 ,Burst,Magnetic, 
390,43984.45375,43984.45375,0.432787036, 0.6578655151320824 ,Burst,Electric, 
390,43984.45375,43984.45375,0.601004556, ±0.775 ,Burst,Magnetic, 
391,43984.45377,43984.45377,0.475553145, ±0.690 ,Burst,Electric,"Only 2 points
"
391,43984.45377,43984.45377,0.556461967, ±0.746 ,Burst,Magnetic,"Only 2 points
"
392,43984.45377,43984.45377,0.654133329, 0.8087850944472209 ,Burst,Electric, 
393,43984.45414,43984.45414,0.367861361, 0.6065157549478826 ,Burst,Electric, 
393,43984.45414,43984.45414,0.381105878, ±0.617 ,Burst,Magnetic, 
394,43984.45416,43984.45416,0.509976655, 0.7141264978979565 ,Burst,Electric, 
394,43984.45416,43984.45416,0.712808265, 0.8442797314871416 ,Burst,Magnetic, 
395,43984.45418,43984.45418,1.012512389, 1.006236745999668 ,Burst,Electric,"I trust electric more than magnetic here
"
395,43984.45418,43984.45418,0.753776125, 0.8682028132873102 ,Burst,Magnetic,"I trust electric more than magnetic here
"
396,43984.44476,43984.44476,0.783516136, 0.8851644683334279 ,Burst,Electric, 
396,43984.44476,43984.44476,0.853159312, 0.9236662340910812 ,Burst,Magnetic, 
397,43984.45427,43984.45427,0.557528932, 0.7466786002022556 ,Burst,Electric, 
397,43984.45427,43984.45427,0.611383705, 0.7819102921691209 ,Burst,Magnetic, 
398,43984.45428,43984.45428,0.639864804, 0.7999154980371365 ,Burst,Electric, 
398,43984.45428,43984.45428,0.657293856, 0.8107366132104803 ,Burst,Magnetic, 
399,43984.45444,43984.45444,0.569672506, 0.7547665241649234 ,Burst,Electric, 
399,43984.45444,43984.45444,0.614891423, 0.7841501278454273 ,Burst,Magnetic, 
400,43984.4545,43984.4545,0.569604306, 0.7547213432784314 ,Burst,Electric, 
400,43984.4545,43984.4545,0.584196681, 0.7643276005745181 ,Burst,Magnetic, 
401,43984.45456,43984.45456,1.534661639, 1.2388146104240134 ,Burst,Electric, 
401,43984.45456,43984.45456,1.099780242, 1.0487040774212715 ,Burst,Magnetic, 
402,43984.45473,43984.45473,0.510238168, 0.7143095743443455 ,Burst,Electric, 
403,43984.45473,43984.45473,1.207391393, 1.0988136297844144 ,Burst,Electric,"Magnetic is better than electric
"
403,43984.45473,43984.45473,0.755719533, 0.8693213059623007 ,Burst,Magnetic,"Magnetic is better than electric
"
404,43984.45488,43984.45488,0.657667758, 0.8109671744281639 ,Burst,Electric, 
404,43984.45488,43984.45488,0.739656788, 0.8600330156453297 ,Burst,Magnetic, 
405,43984.45493,43984.45493,0.605006877, ±0.778 ,Burst,Magnetic, 
406,43984.45502,43984.45502,0.417322289, ±0.646 ,Burst,Electric, 
406,43984.45502,43984.45502,0.377231666, 0.6141918804412836 ,Burst,Magnetic, 
407,43984.4448,43984.4448,0.298493211, 0.5463453221177975 ,Burst,Electric, 
407,43984.4448,43984.4448,0.169332139, 0.4114998651275599 ,Burst,Magnetic, 
408,43984.45509,43984.45509,1.33502044, 1.1554308460483476 ,Burst,Electric,"Trust Magnetic more
"
408,43984.45509,43984.45509,0.636697349, ±0.798 ,Burst,Magnetic,"Trust Magnetic more
"
409,43984.45516,43984.45516,0.881945927, ±0.939 ,Burst,Electric, 
409,43984.45516,43984.45516,0.804469772, 0.8969223890616178 ,Burst,Magnetic, 
410,43984.45516,43984.45516,5.906359364, 2.4303002621075445 ,Burst,Electric,"Faint
"
411,43984.45522,43984.45522,0.644769247, 0.8029752468164881 ,Burst,Electric,"Not sure why electric and magnetic disagree
"
411,43984.45522,43984.45522,1.257329307, 1.121306963770403 ,Burst,Magnetic,"Not sure why electric and magnetic disagree
"
412,43984.45538,43984.45538,0.480267929, 0.6930136571525846 ,Burst,Electric, 
412,43984.45538,43984.45538,0.492979404, 0.7021249205091641 ,Burst,Magnetic, 
413,43984.45542,43984.45542,1.058939876, 1.0290480435820282 ,Burst,Electric, 
413,43984.45542,43984.45542,0.83436397, 0.9134352576948188 ,Burst,Magnetic, 
414,43984.45545,43984.45545,0.889832129, 0.9433091375577786 ,Burst,Magnetic, 
415,43984.45551,43984.45551,0.707704975, 0.8412520282293529 ,Burst,Electric, 
415,43984.45551,43984.45551,1.028601328, 1.0141998461841728 ,Burst,Magnetic, 
416,43984.45572,43984.45572,2.228821907, 1.492923945484163 ,Burst,Electric, 
416,43984.45572,43984.45572,2.042504672, 1.4291622273206077 ,Burst,Magnetic, 
417,43984.45574,43984.45574,0.490660806, 0.7004718452586085 ,Burst,Electric,"Not fully captured, only get the beginning
"
417,43984.45574,43984.45574,0.752850816, 0.8676697620638857 ,Burst,Magnetic,"Not fully captured, only get the beginning
"
418,43984.44667,43984.44667,0.692043236, 0.8318913606956139 ,Burst,Electric, 
419,43984.45576,43984.45576,0.643883421, 0.8024234673786653 ,Burst,Electric, 
419,43984.45576,43984.45576,0.816248921, 0.9034649528343642 ,Burst,Magnetic, 
420,43984.45579,43984.45579,0.625320834, 0.7907723022463546 ,Burst,Electric, 
420,43984.45579,43984.45579,0.725338358, 0.8516679857784958 ,Burst,Magnetic, 
421,43984.45587,43984.45587,0.465197767, 0.6820540792341909 ,Burst,Electric, 
421,43984.45587,43984.45587,0.549480529, 0.7412695386969573 ,Burst,Magnetic, 
422,43984.4559,43984.4559,0.476392593, 0.6902119913475859 ,Burst,Electric, 
422,43984.4559,43984.4559,0.728292631, 0.8534006274898092 ,Burst,Magnetic, 
423,43984.45606,43984.45606,0.536412079, 0.7324015831495724 ,Burst,Electric,"Electric is really good
"
423,43984.45606,43984.45606,0.751070235, 0.8666430839740199 ,Burst,Magnetic,"Electric is really good
"
424,43984.45608,43984.45608,0.580615017, 0.7619809820461401 ,Burst,Electric, 
424,43984.45608,43984.45608,0.552766656, 0.7434827879648593 ,Burst,Magnetic, 
425,43984.45616,43984.45616,0.413965868, 0.6434017935940185 ,Burst,Magnetic, 
426,43984.45632,43984.45632,0.476976616, 0.6906349368515903 ,Burst,Electric, 
426,43984.45632,43984.45632,0.414559255, 0.6438627609980251 ,Burst,Magnetic, 
427,43984.45634,43984.45634,0.517121088, 0.7191113182254887 ,Burst,Electric, 
427,43984.45634,43984.45634,0.487238293, ±0.698 ,Burst,Magnetic, 
428,43984.45648,43984.45648,1.014752959, 1.0073494721297074 ,Burst,Electric,"Whistler not fully captured
"
428,43984.45648,43984.45648,1.193604334, 1.0925220061856877 ,Burst,Magnetic,"Whistler not fully captured
"
429,43984.44721,43984.44721,0.368197822, 0.6067930635727472 ,Burst,Electric, 
430,43984.45649,43984.45649,1.369132497, 1.1700993534738835 ,Burst,Electric,"I don't quite know what is happening here, both electric and magnetic have very clear whistlers but they return very different dispersion constants
"
430,43984.45649,43984.45649,0.594297063, 0.7709066499907754 ,Burst,Magnetic,"I don't quite know what is happening here, both electric and magnetic have very clear whistlers but they return very different dispersion constants
"
431,43984.45656,43984.45656,0.501488277, 0.7081583699992537 ,Burst,Electric, 
431,43984.45656,43984.45656,0.498508043, 0.7060510201111532 ,Burst,Magnetic, 
432,43984.45656,43984.45656,1.638524027, 1.2800484471300295 ,Burst,Electric,"Weaker than the whistler just before it,but still visible
"
432,43984.45656,43984.45656,1.923406913, 1.3868694650182476 ,Burst,Magnetic,"Weaker than the whistler just before it,but still visible
"
433,43984.45681,43984.45681,0.342603935, 0.5853237864635266 ,Burst,Electric, 
433,43984.45681,43984.45681,0.380608847, 0.6169350427719275 ,Burst,Magnetic, 
434,43984.45689,43984.45689,0.888464004, 0.9425836854094176 ,Burst,Electric,"Whistler not fully captured
"
434,43984.45689,43984.45689,1.182024804, 1.0872096412376042 ,Burst,Magnetic,"Whistler not fully captured
"
435,43984.4572,43984.4572,0.807553107, 0.8986395868199887 ,Burst,Electric,"Once again, whistler is clear in both electric and magnetic, but returns very different dispersion constants
"
435,43984.4572,43984.4572,0.449094435, 0.6701450850375611 ,Burst,Magnetic,"Once again, whistler is clear in both electric and magnetic, but returns very different dispersion constants
"
436,43984.4573,43984.4573,0.721605568, ±0.849 ,Burst,Electric, 
436,43984.4573,43984.4573,0.750237558, 0.8661625471007159 ,Burst,Magnetic, 
437,43984.45736,43984.45736,0.409835091, 0.6401836384975799 ,Burst,Electric,"Magnetic is much better than electric
"
437,43984.45736,43984.45736,0.480448255, ±0.693 ,Burst,Magnetic,"Magnetic is much better than electric
"
438,43984.45742,43984.45742,0.441341336, 0.6643352587361294 ,Burst,Electric, 
438,43984.45742,43984.45742,0.568481669, 0.7539772337411786 ,Burst,Magnetic, 
439,43984.45748,43984.45748,0.848276194, 0.9210191062079005 ,Burst,Electric, 
439,43984.45748,43984.45748,0.58489994, 0.7647875129733749 ,Burst,Magnetic, 
440,43984.44723,43984.44723,0.81847863, 0.9046980877618787 ,Burst,Electric, 
441,43984.45753,43984.45753,0.341746233, 0.5845906542188303 ,Burst,Electric, 
441,43984.45753,43984.45753,0.546368032, 0.7391671204808828 ,Burst,Magnetic, 
442,43984.45753,43984.45753,0.54494776, 0.7382057707712667 ,Burst,Magnetic, 
443,43984.45764,43984.45764,0.45981316, ±0.678 ,Burst,Electric,"Ooo a 4 in 1 burst snapshot!
"
443,43984.45764,43984.45764,0.51487029, 0.7175446257899225 ,Burst,Magnetic,"Ooo a 4 in 1 burst snapshot!
"
444,43984.45764,43984.45764,0.787501221, 0.8874126554202391 ,Burst,Electric, 
444,43984.45764,43984.45764,0.385091156, 0.6205571335501672 ,Burst,Magnetic, 
445,43984.45764,43984.45764,0.943269919, ±0.971 ,Burst,Electric, 
445,43984.45764,43984.45764,0.864343574, 0.9297007981065736 ,Burst,Magnetic, 
446,43984.45764,43984.45764,0.829543921, 0.9107930176500038 ,Burst,Magnetic, 
447,43984.45766,43984.45766,1.184386082, 1.0882950344460827 ,Burst,Electric, 
448,43984.45774,43984.45774,1.658467178, 1.2878148849892985 ,Burst,Electric,"Trust Electric more
"
448,43984.45774,43984.45774,2.555418862, 1.598567753334215 ,Burst,Magnetic,"Trust Electric more
"
449,43984.45778,43984.45778,0.846371542, 0.9199845335656464 ,Burst,Electric, 
449,43984.45778,43984.45778,1.049776682, 1.0245861027751646 ,Burst,Magnetic, 
450,43984.45788,43984.45788,0.62727558, 0.7920073105723204 ,Burst,Magnetic, 
451,44142.94264,44142.94264,0.556493201, 0.7459847190123937 ,Burst,Electric,"This timesection is all weird, take another look?"
452,44142.9439,44142.9439,2.233424106, 1.4944644880357647 ,Burst,Electric,"This timesection is all weird, take another look?"
453,44142.94421,44142.94421,1.056917474, 1.0280649172109706 ,Burst,Electric,"This timesection is all weird, take another look?"
454,44142.94587,44142.94587,0.999344859, ±1.000 ,Burst,Electric,"This timesection is all weird, take another look?"
455,44142.94701,44142.94701,0.511975185, 0.7155244125814297 ,Burst,Electric,"This timesection is all weird, take another look?"
456,44142.94712,44142.94712,0.568991526, 0.7543152696320021 ,Burst,Electric,"This timesection is all weird, take another look?"
458,44704.11098,44704.11098,0.319455047, ±0.565 ,Burst,Electric, 
458,44704.11098,44704.11098,0.33040287, ±0.575 ,Burst,Magnetic, 
459,44704.11613,44704.11613,1.56810013, ±1.252 ,Burst,Magnetic,"This one is very ingrained in data but contrast can bring out. Cool example
"
460,44704.11662,44704.11662,0.529358839, ±0.728 ,Burst,Electric, 
460,44704.11662,44704.11662,0.567757617, ±0.753 ,Burst,Magnetic, 
461,44704.11711,44704.11711,1.302825922, ±1.141 ,Burst,Electric, 
462,44704.11773,44704.11773,0.582902749, ±0.763 ,Burst,Electric, 
462,44704.11773,44704.11773,0.33130757, ±0.576 ,Burst,Magnetic, 
463,44704.11782,44704.11782,1.067750058, ±1.033 ,Burst,Electric, 
463,44704.11782,44704.11782,1.136728998, ±1.066 ,Burst,Magnetic, 
464,44704.11788,44704.11788,0.636597988, ±0.798 ,Burst,Electric, 
464,44704.11788,44704.11788,1.09245254, ±1.045 ,Burst,Magnetic, 
465,44704.11794,44704.11794,0.82839425, ±0.910 ,Burst,Electric, 
465,44704.11794,44704.11794,0.747762997, ±0.865 ,Burst,Magnetic, 
466,44704.11794,44704.11794,1.094738851, ±1.046 ,Burst,Electric, 
466,44704.11794,44704.11794,1.166741779, ±1.080 ,Burst,Magnetic, 
467,44704.11818,44704.11818,0.630083842, ±0.794 ,Burst,Electric, 
467,44704.11818,44704.11818,0.555064385, ±0.745 ,Burst,Magnetic, 
468,44704.11881,44704.11881,1.154141373, ±1.074 ,Burst,Electric,"Electric is really good, trust over magnetic?
"
468,44704.11881,44704.11881,1.897965374, ±1.378 ,Burst,Magnetic,"Electric is really good, trust over magnetic?
"
469,44704.11218,44704.11218,0.406724075, ±0.638 ,Burst,Electric,"Not fully sure on shape, but this profile matches D constant and a shape seen on data
"
470,44704.119,44704.119,0.686777381, ±0.829 ,Burst,Electric, 
470,44704.119,44704.119,0.627582077, ±0.792 ,Burst,Magnetic, 
471,44704.11914,44704.11914,0.542652045, ±0.737 ,Burst,Electric, 
471,44704.11914,44704.11914,0.716068058, ±0.846 ,Burst,Magnetic, 
472,44704.11965,44704.11965,0.796103403, ±0.892 ,Burst,Electric,"Whistler not fully captured
"
472,44704.11965,44704.11965,0.782032935, ±0.884 ,Burst,Magnetic,"Whistler not fully captured
"
473,44704.12006,44704.12006,1.010648794, ±1.005 ,Burst,Electric,"Electric component better than magnetic
"
473,44704.12006,44704.12006,0.668278281, ±0.817 ,Burst,Magnetic,"Electric component better than magnetic
"
474,44704.1201,44704.1201,0.688695781, ±0.830 ,Burst,Electric, 
474,44704.1201,44704.1201,0.878526668, ±0.937 ,Burst,Magnetic, 
475,44704.12043,44704.12043,0.961134276, ±0.980 ,Burst,Electric, 
476,44704.12111,44704.12111,0.84557944, ±0.920 ,Burst,Electric, 
477,44704.12142,44704.12142,0.986067081, ±0.993 ,Burst,Electric, 
477,44704.12142,44704.12142,0.90841235, ±0.953 ,Burst,Magnetic, 
478,44704.12148,44704.12148,0.672263826, ±0.820 ,Burst,Electric, 
478,44704.12148,44704.12148,0.603294545, ±0.777 ,Burst,Magnetic, 
479,44704.12193,44704.12193,1.110959664, ±1.054 ,Burst,Electric, 
480,44704.11259,44704.11259,0.371674447, ±0.610 ,Burst,Electric, 
481,44704.12315,44704.12315,0.680162317, ±0.825 ,Burst,Electric, 
481,44704.12315,44704.12315,0.749720945, ±0.866 ,Burst,Magnetic, 
482,44704.12394,44704.12394,0.509897062, ±0.714 ,Burst,Electric, 
482,44704.12394,44704.12394,0.521251323, ±0.722 ,Burst,Magnetic, 
483,44704.12419,44704.12419,0.734122777, ±0.857 ,Burst,Electric, 
483,44704.12419,44704.12419,0.819846366, ±0.905 ,Burst,Magnetic, 
484,44704.12419,44704.12419,0.610758969, ±0.782 ,Burst,Electric, 
484,44704.12419,44704.12419,0.526362166, ±0.726 ,Burst,Magnetic, 
485,44704.12425,44704.12425,0.932221985, ±0.966 ,Burst,Electric,"Lined up super well with start and end point
"
486,44704.12604,44704.12604,0.53619457, ±0.732 ,Burst,Electric, 
486,44704.12604,44704.12604,0.745230227, ±0.863 ,Burst,Magnetic, 
487,44704.12706,44704.12706,1.572382534, ±1.254 ,Burst,Electric,"Whistler not fully captured
"
487,44704.12706,44704.12706,2.134771157, ±1.461 ,Burst,Magnetic,"Whistler not fully captured
"
488,44704.12734,44704.12734,1.58643618, ±1.260 ,Burst,Electric,"This might be 2 simultaneous whistlers?
"
488,44704.12734,44704.12734,1.485216533, ±1.219 ,Burst,Magnetic,"This might be 2 simultaneous whistlers?
"
489,44704.12734,44704.12734,5.758095896, ±2.400 ,Burst,Electric,"This might be 2 simultaneous whistlers?
"
489,44704.12734,44704.12734,6.780027853, ±2.604 ,Burst,Magnetic,"This might be 2 simultaneous whistlers?
"
490,44704.1288,44704.1288,3.543755809, ±1.882 ,Burst,Magnetic,"Maybe? This is well ingrained in noise and shape isnt exactly what you would expect, but it's close and similar D to other whistlers
"
491,44704.11292,44704.11292,0.823540335, ±0.907 ,Burst,Electric,"The electric component is way messy, magnetic is much better
"
491,44704.11292,44704.11292,1.106051268, ±1.052 ,Burst,Magnetic,"The electric component is way messy, magnetic is much better
"
492,44704.12926,44704.12926,0.941478603, ±0.970 ,Burst,Electric, 
492,44704.12926,44704.12926,1.135007274, ±1.065 ,Burst,Magnetic, 
493,44704.13065,44704.13065,2.888216245, ±1.699 ,Burst,Electric,"Starts at wayyyy high frequencies
"
493,44704.13065,44704.13065,2.992394772, ±1.730 ,Burst,Magnetic,"Starts at wayyyy high frequencies
"
494,44704.13073,44704.13073,1.084991398, ±1.042 ,Burst,Electric, 
494,44704.13073,44704.13073,1.002822285, ±1.001 ,Burst,Magnetic, 
495,44704.13093,44704.13093,1.196982557, ±1.094 ,Burst,Electric, 
495,44704.13093,44704.13093,0.809462737, ±0.900 ,Burst,Magnetic, 
496,44704.13122,44704.13122,1.092049436, ±1.045 ,Burst,Electric,"Whistler not fully captured
"
496,44704.13122,44704.13122,0.755982072, ±0.869 ,Burst,Magnetic,"Whistler not fully captured
"
497,44704.11315,44704.11315,0.512099731, ±0.716 ,Burst,Electric,"Not sure what is going on here with the difference in dispersion.
"
497,44704.11315,44704.11315,1.458942116, ±1.208 ,Burst,Magnetic,"Not sure what is going on here with the difference in dispersion.
"
498,44704.11331,44704.11331,0.500807302, ±0.708 ,Burst,Electric, 
498,44704.11331,44704.11331,0.284177987, ±0.533 ,Burst,Magnetic, 
499,44704.11359,44704.11359,0.914944911, ±0.957 ,Burst,Electric,"This is a good example of using one whistler to guide the other. Electric looks messy, but magnetic is clear and sets the rough D constant for the other to find a matching profile
"
499,44704.11359,44704.11359,0.824693112, ±0.908 ,Burst,Magnetic,"This is a good example of using one whistler to guide the other. Electric looks messy, but magnetic is clear and sets the rough D constant for the other to find a matching profile
"
500,44704.11414,44704.11414,1.290694261, ±1.136 ,Burst,Electric, 
500,44704.11414,44704.11414,1.403464701, ±1.185 ,Burst,Magnetic, 
501,44704.11497,44704.11497,0.581565183, ±0.763 ,Burst,Electric,"Electric is great,  magnetic dispersion is just not matching up
"
501,44704.11497,44704.11497,1.164263365, ±1.079 ,Burst,Magnetic,"Electric is great,  magnetic dispersion is just not matching up
"
502,44616.91762,44616.91762,162.9265782, ±12.764 ,Burst,Electric,"Whistler not fully captured
"
502,44616.91762,44616.91762,174.214364, ±13.199 ,Burst,Magnetic,"Whistler not fully captured
"
503,44616.91762,44616.91762,112.1613087, ±10.591 ,Burst,Electric, 
503,44616.91762,44616.91762,126.6832541, ±11.255 ,Burst,Magnetic, 
504,44441.96057,44441.96057,1.092493208, ±1.045 ,Burst,Electric, 
505,44441.96248,44441.96248,1.928918504, ±1.389 ,Burst,Electric, 
506,44441.96928,44441.96928,2.153327364, ±1.467 ,Burst,Electric,"Not fully captured
"
507,44441.96931,44441.96931,1.426293931, ±1.194 ,Burst,Electric, 
508,44441.96958,44441.96958,0.614982921, ±0.784 ,Burst,Electric,"WHistler not fully captured
"
508,44441.96958,44441.96958,0.663048815, ±0.814 ,Burst,Magnetic,"WHistler not fully captured
"
509,44441.96968,44441.96968,1.670931174, ±1.293 ,Burst,Electric, 
510,44441.96969,44441.96969,1.478803246, ±1.216 ,Burst,Electric, 
511,44441.96978,44441.96978,1.62662333, ±1.275 ,Burst,Electric, 
511,44441.96978,44441.96978,1.691230995, ±1.300 ,Burst,Magnetic, 
512,44441.96987,44441.96987,1.762803847, ±1.328 ,Burst,Electric,"Might not even eb a whistler, just 3 datapoints and not continuous
"
513,44441.97001,44441.97001,1.411788767, ±1.188 ,Burst,Electric, 
514,44441.97002,44441.97002,1.220486907, ±1.105 ,Burst,Electric,"Whistler not fully captured
"
515,44441.97006,44441.97006,1.258390415, ±1.122 ,Burst,Electric, 
516,44441.96262,44441.96262,1.249880824, ±1.118 ,Burst,Electric, 
516,44441.96262,44441.96262,1.397112433, ±1.182 ,Burst,Magnetic, 
517,44441.97029,44441.97029,0.681844409, ±0.826 ,Burst,Electric, 
517,44441.97029,44441.97029,0.606083502, ±0.779 ,Burst,Magnetic, 
518,44441.97043,44441.97043,0.841084819, ±0.917 ,Burst,Electric,"WHistler not fully captured
"
518,44441.97043,44441.97043,0.852035177, ±0.923 ,Burst,Magnetic,"WHistler not fully captured
"
519,44441.97059,44441.97059,1.493974735, ±1.222 ,Burst,Electric, 
519,44441.97059,44441.97059,1.894284155, ±1.376 ,Burst,Magnetic, 
520,44441.97071,44441.97071,1.254709434, ±1.120 ,Burst,Electric, 
521,44441.97074,44441.97074,1.555200531, ±1.247 ,Burst,Electric, 
522,44441.97076,44441.97076,1.288901031, ±1.135 ,Burst,Electric, 
522,44441.97076,44441.97076,1.51557142, ±1.231 ,Burst,Magnetic, 
523,44441.97088,44441.97088,0.705085308, ±0.840 ,Burst,Electric, 
523,44441.97088,44441.97088,0.619341229, ±0.787 ,Burst,Magnetic, 
524,44441.9712,44441.9712,1.122041822, ±1.059 ,Burst,Electric, 
525,44441.9713,44441.9713,0.55397532, ±0.744 ,Burst,Electric, 
525,44441.9713,44441.9713,0.641359342, ±0.801 ,Burst,Magnetic, 
526,44441.97153,44441.97153,0.711719733, ±0.844 ,Burst,Electric, 
527,44441.96262,44441.96262,1.840794687, ±1.357 ,Burst,Electric,"This one is super close to another whistler, practically right on top of each other
"
527,44441.96262,44441.96262,1.537837514, ±1.240 ,Burst,Magnetic,"This one is super close to another whistler, practically right on top of each other
"
528,44441.97177,44441.97177,0.561634307, ±0.749 ,Burst,Electric, 
528,44441.97177,44441.97177,0.525825889, ±0.725 ,Burst,Magnetic, 
529,44441.97194,44441.97194,1.79142891, ±1.338 ,Burst,Electric, 
530,44441.97212,44441.97212,1.516157901, ±1.231 ,Burst,Electric, 
530,44441.97212,44441.97212,1.450901944, ±1.205 ,Burst,Magnetic, 
531,44441.97213,44441.97213,1.448153882, ±1.203 ,Burst,Electric, 
532,44441.9723,44441.9723,0.584808415, ±0.765 ,Burst,Electric, 
532,44441.9723,44441.9723,0.496507762, ±0.705 ,Burst,Magnetic, 
533,44441.97282,44441.97282,0.764635205, ±0.874 ,Burst,Electric, 
534,44441.97318,44441.97318,0.668806254, ±0.818 ,Burst,Electric, 
535,44441.97352,44441.97352,0.828298296, ±0.910 ,Burst,Electric, 
535,44441.97352,44441.97352,0.78056138, ±0.883 ,Burst,Magnetic, 
536,44441.97369,44441.97369,0.49603283, ±0.704 ,Burst,Electric, 
536,44441.97369,44441.97369,0.482938039, ±0.695 ,Burst,Magnetic, 
537,44441.9737,44441.9737,0.510924395, ±0.715 ,Burst,Electric, 
537,44441.9737,44441.9737,0.561349413, ±0.749 ,Burst,Magnetic, 
538,44441.96265,44441.96265,0.932664824, ±0.966 ,Burst,Electric, 
538,44441.96265,44441.96265,0.704309009, ±0.839 ,Burst,Magnetic, 
539,44441.97403,44441.97403,0.664274558, ±0.815 ,Burst,Electric, 
539,44441.97403,44441.97403,0.639617269, ±0.800 ,Burst,Magnetic, 
540,44441.97407,44441.97407,2.561000009, ±1.600 ,Burst,Electric,"Whistler not fully captured
"
540,44441.97407,44441.97407,2.57040188, ±1.603 ,Burst,Magnetic,"Whistler not fully captured
"
541,44441.97459,44441.97459,0.426056377, ±0.653 ,Burst,Electric, 
542,44441.9747,44441.9747,0.64668799, ±0.804 ,Burst,Electric, 
542,44441.9747,44441.9747,0.727147327, ±0.853 ,Burst,Magnetic, 
543,44441.97485,44441.97485,0.853604436, ±0.924 ,Burst,Electric, 
544,44441.97525,44441.97525,1.601984183, ±1.266 ,Burst,Electric, 
545,44441.97606,44441.97606,0.460817497, ±0.679 ,Burst,Electric, 
546,44441.97644,44441.97644,0.955347928, ±0.977 ,Burst,Electric, 
546,44441.97644,44441.97644,0.863374037, ±0.929 ,Burst,Magnetic, 
547,44441.97667,44441.97667,0.823442907, ±0.907 ,Burst,Electric, 
547,44441.97667,44441.97667,0.691354217, ±0.831 ,Burst,Magnetic, 
548,44441.97668,44441.97668,0.651290937, ±0.807 ,Burst,Electric, 
548,44441.97668,44441.97668,0.602714147, ±0.776 ,Burst,Magnetic, 
549,44441.96266,44441.96266,1.070698843, ±1.035 ,Burst,Electric, 
549,44441.96266,44441.96266,1.236642312, ±1.112 ,Burst,Magnetic, 
550,44441.97851,44441.97851,0.494004923, ±0.703 ,Burst,Electric, 
551,44441.97875,44441.97875,1.071594218, ±1.035 ,Burst,Electric, 
551,44441.97875,44441.97875,1.004812659, ±1.002 ,Burst,Magnetic, 
552,44441.97964,44441.97964,0.962041971, ±0.981 ,Burst,Electric, 
